program_code,region,model_line,my,term_months,model_code,model_description,lease_cash,mf_tier_1,mf_tier_2,mf_tier_3,mf_tier_4,mf_tier_5,mf_tier_6,mf_tier_7,mf_tier_8,residual_pct
H202,MS,IONIQ 5,2025,39,50462REZ,4dr Wgn Limited,16000,0.00244,0.00244,0.00262,0.00276,0.00296,0.00309,0.00318,0.00354,0.47
H202,MS,IONIQ 5,2025,39,504C2AEZ,4dr Wgn XRT w/ Tow Hitch,15250,0.00219,0.00219,0.00237,0.00251,0.00271,0.00284,0.00293,0.00354,0.48
H202,MS,IONIQ 5,2025,39,51402REZ,4dr Wgn SE (Standard Range),14000,0.00214,0.00214,0.00232,0.00246,0.00266,0.00279,0.00288,0.00354,0.41
H202,MS,IONIQ 5,2025,39,51412AEZ,4dr Wgn SE,14750,0.00223,0.00223,0.00241,0.00255,0.00275,0.00288,0.00297,0.00354,0.47
H202,MS,IONIQ 5,2025,39,51412REZ,4dr Wgn SE,14750,0.00218,0.00218,0.00236,0.0025,0.0027,0.00283,0.00292,0.00354,0.45
H202,MS,IONIQ 5,2025,39,51442AEZ,4dr Wgn SEL,15500,0.00223,0.00223,0.00241,0.00255,0.00275,0.00288,0.00297,0.00354,0.47
H202,MS,IONIQ 5,2025,39,51442REZ,4dr Wgn SEL,15500,0.00238,0.00238,0.00256,0.0027,0.0029,0.00303,0.00312,0.00354,0.46
H202,MS,IONIQ 5,2025,39,51452AEZ,4dr Wgn XRT,15250,0.00216,0.00216,0.00234,0.00248,0.00268,0.00281,0.0029,0.00354,0.48
H202,MS,IONIQ 5,2025,39,51462AEZ,4dr Wgn Limited,16500,0.00224,0.00224,0.00242,0.00256,0.00276,0.00289,0.00298,0.00354,0.47
H202,MS,IONIQ 5,2025,39,51462REZ,4dr Wgn Limited,16000,0.00244,0.00244,0.00262,0.00276,0.00296,0.00309,0.00318,0.00354,0.47
H202,MS,IONIQ 5,2025,39,514C2AEZ,4dr Wgn XRT w/ Tow Hitch,15250,0.00219,0.00219,0.00237,0.00251,0.00271,0.00284,0.00293,0.00354,0.48
H202,MS,IONIQ 5,2025,48,50402REZ,4dr Wgn SE (Standard Range),12250,0.00283,0.00283,0.00303,0.0032,0.00345,0.00358,0.0037,0.00413,0.41
H202,MS,IONIQ 5,2025,48,50412AEZ,4dr Wgn SE,12250,0.00287,0.00287,0.00307,0.00324,0.00349,0.00362,0.00374,0.00413,0.45
H202,MS,IONIQ 5,2025,48,50412REZ,4dr Wgn SE,12750,0.00285,0.00285,0.00305,0.00322,0.00347,0.0036,0.00372,0.00413,0.44
H202,MS,IONIQ 5,2025,48,50442AEZ,4dr Wgn SEL,13250,0.00282,0.00282,0.00302,0.00319,0.00344,0.00357,0.00369,0.00413,0.45
H202,MS,IONIQ 5,2025,48,50442REZ,4dr Wgn SEL,13500,0.00285,0.00285,0.00305,0.00322,0.00347,0.0036,0.00372,0.00413,0.45
H202,MS,IONIQ 5,2025,48,50452AEZ,4dr Wgn XRT,13250,0.00285,0.00285,0.00305,0.00322,0.00347,0.0036,0.00372,0.00413,0.45
H202,MS,IONIQ 5,2025,48,50462AEZ,4dr Wgn Limited,12000,0.00282,0.00282,0.00302,0.00319,0.00344,0.00357,0.00369,0.00413,0.46
H202,MS,IONIQ 5,2025,48,50462REZ,4dr Wgn Limited,12500,0.00286,0.00286,0.00306,0.00323,0.00348,0.00361,0.00373,0.00413,0.45
H202,MS,IONIQ 5,2025,48,504C2AEZ,4dr Wgn XRT w/ Tow Hitch,12750,0.00287,0.00287,0.00307,0.00324,0.00349,0.00362,0.00374,0.00413,0.46
H202,MS,IONIQ 5,2025,48,51402REZ,4dr Wgn SE (Standard Range),12250,0.00283,0.00283,0.00303,0.0032,0.00345,0.00358,0.0037,0.00413,0.41
H202,MS,IONIQ 5,2025,48,51412AEZ,4dr Wgn SE,12250,0.00287,0.00287,0.00307,0.00324,0.00349,0.00362,0.00374,0.00413,0.45
H202,MS,IONIQ 5,2025,48,51412REZ,4dr Wgn SE,12750,0.00285,0.00285,0.00305,0.00322,0.00347,0.0036,0.00372,0.00413,0.44
H202,MS,IONIQ 5,2025,48,51442AEZ,4dr Wgn SEL,13250,0.00282,0.00282,0.00302,0.00319,0.00344,0.00357,0.00369,0.00413,0.45
H202,MS,IONIQ 5,2025,48,51442REZ,4dr Wgn SEL,13500,0.00285,0.00285,0.00305,0.00322,0.00347,0.0036,0.00372,0.00413,0.45
H202,MS,IONIQ 5,2025,48,51452AEZ,4dr Wgn XRT,13250,0.00285,0.00285,0.00305,0.00322,0.00347,0.0036,0.00372,0.00413,0.45
H202,MS,IONIQ 5,2025,48,51462AEZ,4dr Wgn Limited,12000,0.00282,0.00282,0.00302,0.00319,0.00344,0.00357,0.00369,0.00413,0.46
H202,MS,IONIQ 5,2025,48,51462REZ,4dr Wgn Limited,12500,0.00286,0.00286,0.00306,0.00323,0.00348,0.00361,0.00373,0.00413,0.45
H202,MS,IONIQ 5,2025,48,514C2AEZ,4dr Wgn XRT w/ Tow Hitch,12750,0.00287,0.00287,0.00307,0.00324,0.00349,0.00362,0.00374,0.00413,0.46
H202,MS,IONIQ 5 N,2025,24,5N4A2AEZ,4dr Wgn N,15000,,,0.00165,0.00165,0.00179,0.00193,0.00205,0.00222,
H202,MS,IONIQ 5 N,2025,36,5N4A2AEZ,4dr Wgn N,15000,,,0.00248,0.00248,0.00266,0.0028,0.003,0.00313,
H202,MS,IONIQ 5 N,2025,39,5N4A2AEZ,4dr Wgn N,13500,,,0.00231,0.00231,0.00249,0.00263,0.00283,0.00296,
H202,MS,IONIQ 5 N,2025,48,5N4A2AEZ,4dr Wgn N,14000,,,0.00285,0.00285,0.00305,0.00322,0.00347,0.0036,
H202,MS,IONIQ 6,2025,24,A0412AEZ,4dr Wgn SE,11750,,,0.00183,0.00183,0.00197,0.00211,0.00223,0.0024,
H202,MS,IONIQ 6,2025,24,A0412REZ,4dr Wgn SE,10500,,,0.00188,0.00188,0.00202,0.00216,0.00228,0.00245,
H202,MS,IONIQ 6,2025,24,A0442AEZ,4dr Wgn SEL,12250,,,0.00189,0.00189,0.00203,0.00217,0.00229,0.00246,
H202,MS,IONIQ 6,2025,24,A0442REZ,4dr Wgn SEL,12500,,,0.00183,0.00183,0.00197,0.00211,0.00223,0.0024,
H202,MS,IONIQ 6,2025,24,A0462AEZ,4dr Wgn Limited,13250,,,0.0022,0.0022,0.00234,0.00248,0.0026,0.00277,
H202,MS,IONIQ 6,2025,24,A0462REZ,4dr Wgn Limited,12750,,,0.0019,0.0019,0.00204,0.00218,0.0023,0.00247,
H202,MS,IONIQ 6,2025,24,A0492REZ,4dr Wgn SE (Standard Range),11000,,,0.00217,0.00217,0.00231,0.00245,0.00257,0.00274,
H202,MS,IONIQ 6,2025,36,A0412AEZ,4dr Wgn SE,12750,,,0.00223,0.00223,0.00241,0.00255,0.00275,0.00288,
H202,MS,IONIQ 6,2025,36,A0412REZ,4dr Wgn SE,12000,,,0.0024,0.0024,0.00258,0.00272,0.00292,0.00305,
H202,MS,IONIQ 6,2025,36,A0442AEZ,4dr Wgn SEL,14250,,,0.00221,0.00221,0.00239,0.00253,0.00273,0.00286,
H202,MS,IONIQ 6,2025,36,A0442REZ,4dr Wgn SEL,13500,,,0.00224,0.00224,0.00242,0.00256,0.00276,0.00289,
H202,MS,IONIQ 6,2025,36,A0462AEZ,4dr Wgn Limited,15500,,,0.00216,0.00216,0.00234,0.00248,0.00268,0.00281,
H202,MS,IONIQ 6,2025,36,A0462REZ,4dr Wgn Limited,15250,,,0.00246,0.00246,0.00264,0.00278,0.00298,0.00311,
H202,MS,IONIQ 6,2025,36,A0492REZ,4dr Wgn SE (Standard Range),12000,,,0.00219,0.00219,0.00237,0.00251,0.00271,0.00284,
H202,MS,IONIQ 6,2025,39,A0412AEZ,4dr Wgn SE,12000,,,0.00238,0.00238,0.00256,0.0027,0.0029,0.00303,
H202,MS,IONIQ 6,2025,39,A0412REZ,4dr Wgn SE,11000,,,0.00258,0.00258,0.00276,0.0029,0.0031,0.00323,
H202,MS,IONIQ 6,2025,39,A0442AEZ,4dr Wgn SEL,14000,,,0.00245,0.00245,0.00263,0.00277,0.00297,0.0031,
H202,MS,IONIQ 6,2025,39,A0442REZ,4dr Wgn SEL,12750,,,0.00239,0.00239,0.00257,0.00271,0.00291,0.00304,
H202,MS,IONIQ 6,2025,39,A0462AEZ,4dr Wgn Limited,15250,,,0.00243,0.00243,0.00261,0.00275,0.00295,0.00308,
H202,MS,IONIQ 6,2025,39,A0462REZ,4dr Wgn Limited,14000,,,0.0024,0.0024,0.00258,0.00272,0.00292,0.00305,
H202,MS,IONIQ 6,2025,39,A0492REZ,4dr Wgn SE (Standard Range),10750,,,0.00238,0.00238,0.00256,0.0027,0.0029,0.00303,
H202,MS,IONIQ 6,2025,48,A0412AEZ,4dr Wgn SE,10000,,,0.00258,0.00258,0.00278,0.00295,0.0032,0.00333,
H202,MS,IONIQ 6,2025,48,A0412REZ,4dr Wgn SE,10000,,,0.00265,0.00265,0.00285,0.00302,0.00327,0.0034,
H202,MS,IONIQ 6,2025,48,A0442AEZ,4dr Wgn SEL,11750,,,0.00288,0.00288,0.00308,0.00325,0.0035,0.00363,
H202,MS,IONIQ 6,2025,48,A0442REZ,4dr Wgn SEL,10750,,,0.0027,0.0027,0.0029,0.00307,0.00332,0.00345,
H202,MS,IONIQ 6,2025,48,A0462AEZ,4dr Wgn Limited,10000,,,0.00287,0.00287,0.00307,0.00324,0.00349,0.00362,
H202,MS,IONIQ 6,2025,48,A0462REZ,4dr Wgn Limited,10000,,,0.00234,0.00234,0.00254,0.00271,0.00296,0.00309,
H202,MS,IONIQ 6,2025,48,A0492REZ,4dr Wgn SE (Standard Range),9250,,,0.00266,0.00266,0.00286,0.00303,0.00328,0.00341,
H202,MS,IONIQ 9,2026,24,74412REZ,S RWD,7500,,,0.00188,0.00188,0.00202,0.00216,0.00228,0.00245,
H202,MS,IONIQ 9,2026,24,74432AEZ,SE AWD,7500,,,0.00154,0.00154,0.00168,0.00182,0.00194,0.00211,
H202,MS,IONIQ 9,2026,24,74452AEZ,SEL AWD,7500,,,0.00147,0.00147,0.00161,0.00175,0.00187,0.00204,
H202,MS,IONIQ 9,2026,24,74472AEZ,Performance Limited AWD,7500,,,0.00156,0.00156,0.0017,0.00184,0.00196,0.00213,
H202,MS,IONIQ 9,2026,24,74492AEZ,Performance Calligraphy AWD,7500,,,0.00162,0.00162,0.00176,0.0019,0.00202,0.00219,
H202,MS,IONIQ 9,2026,36,74412REZ,S RWD,10500,,,0.00212,0.00212,0.0023,0.00244,0.00264,0.00277,
H202,MS,IONIQ 9,2026,36,74432AEZ,SE AWD,12000,,,0.00215,0.00215,0.00233,0.00247,0.00267,0.0028,
H202,MS,IONIQ 9,2026,36,74452AEZ,SEL AWD,12000,,,0.00193,0.00193,0.00211,0.00225,0.00245,0.00258,
H202,MS,IONIQ 9,2026,36,74472AEZ,Performance Limited AWD,12000,,,0.00209,0.00209,0.00227,0.00241,0.00261,0.00274,
H202,MS,IONIQ 9,2026,36,74492AEZ,Performance Calligraphy AWD,12500,,,0.00245,0.00245,0.00263,0.00277,0.00297,0.0031,
H202,MS,IONIQ 9,2026,39,74412REZ,S RWD,10000,,,0.00207,0.00207,0.00225,0.00239,0.00259,0.00272,
H202,MS,IONIQ 9,2026,39,74432AEZ,SE AWD,10000,,,0.00173,0.00173,0.00191,0.00205,0.00225,0.00238,
H202,MS,IONIQ 9,2026,39,74452AEZ,SEL AWD,10000,,,0.00151,0.00151,0.00169,0.00183,0.00203,0.00216,
H202,MS,IONIQ 9,2026,39,74472AEZ,Performance Limited AWD,10000,,,0.00167,0.00167,0.00185,0.00199,0.00219,0.00232,
H202,MS,IONIQ 9,2026,39,74492AEZ,Performance Calligraphy AWD,11000,,,0.00235,0.00235,0.00253,0.00267,0.00287,0.003,
H202,MS,IONIQ 9,2026,48,74412REZ,S RWD,9000,,,0.00254,0.00254,0.00274,0.00291,0.00316,0.00329,
H202,MS,IONIQ 9,2026,48,74432AEZ,SE AWD,9000,,,0.00218,0.00218,0.00238,0.00255,0.0028,0.00293,
H202,MS,IONIQ 9,2026,48,74452AEZ,SEL AWD,9000,,,0.002,0.002,0.0022,0.00237,0.00262,0.00275,
H202,MS,IONIQ 9,2026,48,74472AEZ,Performance Limited AWD,9000,,,0.00217,0.00217,0.00237,0.00254,0.00279,0.00292,
H202,MS,IONIQ 9,2026,48,74492AEZ,Performance Calligraphy AWD,9000,,,0.00261,0.00261,0.00281,0.00298,0.00323,0.00336,
H202,MS,KONA,2026,24,Q1402A45,SE AWD,1000,0.00196,0.00196,0.0021,0.00224,0.00236,0.00253,0.0028,0.00362,0.72
H202,MS,KONA,2026,24,Q1402F45,SE FWD,1000,0.00179,0.00179,0.00193,0.00207,0.00219,0.00236,0.00263,0.00362,0.71
H202,MS,KONA,2026,24,Q1412A45,SEL Sport AWD,500,0.00198,0.00198,0.00212,0.00226,0.00238,0.00255,0.00282,0.00362,0.74
H202,MS,KONA,2026,24,Q1412F45,SEL Sport FWD,1000,0.00202,0.00202,0.00216,0.0023,0.00242,0.00259,0.00286,0.00362,0.72
H202,MS,KONA,2026,24,Q1422AT5,SEL Premium AWD,750,0.00199,0.00199,0.00213,0.00227,0.00239,0.00256,0.00283,0.00362,0.73
H202,MS,KONA,2026,24,Q1422FT5,SEL Premium FWD,750,0.0018,0.0018,0.00194,0.00208,0.0022,0.00237,0.00264,0.00362,0.72
H202,MS,KONA,2026,24,Q1492AT5,Limited AWD,750,0.00202,0.00202,0.00216,0.0023,0.00242,0.00259,0.00286,0.00362,0.74
H202,MS,KONA,2026,24,Q1492FT5,Limited FWD,750,0.00182,0.00182,0.00196,0.0021,0.00222,0.00239,0.00266,0.00362,0.73
H202,MS,KONA,2026,36,Q1402A45,SE AWD,750,0.00223,0.00223,0.00241,0.00255,0.00275,0.00288,0.00297,0.00354,0.66
H202,MS,KONA,2026,36,Q1402F45,SE FWD,1500,0.00228,0.00228,0.00246,0.0026,0.0028,0.00293,0.00302,0.00354,0.63
H202,MS,KONA,2026,36,Q1412A45,SEL Sport AWD,1500,0.00228,0.00228,0.00246,0.0026,0.0028,0.00293,0.00302,0.00354,0.63
H202,MS,KONA,2026,36,Q1412F45,SEL Sport FWD,1000,0.00212,0.00212,0.0023,0.00244,0.00264,0.00277,0.00286,0.00354,0.64
H202,MS,KONA,2026,36,Q1422AT5,SEL Premium AWD,500,0.00223,0.00223,0.00241,0.00255,0.00275,0.00288,0.00297,0.00354,0.66
H202,MS,KONA,2026,36,Q1422FT5,SEL Premium FWD,500,0.00223,0.00223,0.00241,0.00255,0.00275,0.00288,0.00297,0.00354,0.66
H202,MS,KONA,2026,36,Q1492AT5,Limited AWD,500,0.00215,0.00215,0.00233,0.00247,0.00267,0.0028,0.00289,0.00354,0.66
H202,MS,KONA,2026,36,Q1492FT5,Limited FWD,250,0.00217,0.00217,0.00235,0.00249,0.00269,0.00282,0.00291,0.00354,0.67
H202,MS,KONA,2026,39,Q1402A45,SE AWD,500,0.0022,0.0022,0.00238,0.00252,0.00272,0.00285,0.00294,0.00354,0.62
H202,MS,KONA,2026,39,Q1402F45,SE FWD,1250,0.00226,0.00226,0.00244,0.00258,0.00278,0.00291,0.003,0.00354,0.59
H202,MS,KONA,2026,39,Q1412A45,SEL Sport AWD,250,0.00224,0.00224,0.00242,0.00256,0.00276,0.00289,0.00298,0.00354,0.63
H202,MS,KONA,2026,39,Q1412F45,SEL Sport FWD,1000,0.00227,0.00227,0.00281,0.00295,0.00315,0.00328,0.00337,0.00354,0.6
H202,MS,KONA,2026,39,Q1422AT5,SEL Premium AWD,0,0.00223,0.00223,0.00241,0.00255,0.00275,0.00288,0.00297,0.00354,0.62
H202,MS,KONA,2026,39,Q1422FT5,SEL Premium FWD,250,0.00219,0.00219,0.00237,0.00251,0.00271,0.00284,0.00293,0.00354,0.62
H202,MS,KONA,2026,39,Q1492AT5,Limited AWD,750,0.00217,0.00217,0.00235,0.00249,0.00269,0.00282,0.00291,0.00354,0.61
H202,MS,KONA,2026,39,Q1492FT5,Limited FWD,0,0.00225,0.00225,0.00243,0.00257,0.00277,0.0029,0.00299,0.00354,0.64
H202,MS,KONA,2026,48,Q1402A45,SE AWD,500,0.00262,0.00262,0.00282,0.00299,0.00324,0.00337,0.00349,0.00413,0.55
H202,MS,KONA,2026,48,Q1402F45,SE FWD,1250,0.00272,0.00272,0.00326,0.00343,0.00368,0.00381,0.00393,0.00413,0.5
H202,MS,KONA,2026,48,Q1412A45,SEL Sport AWD,500,0.00266,0.00266,0.00286,0.00303,0.00328,0.00341,0.00353,0.00413,0.55
H202,MS,KONA,2026,48,Q1412F45,SEL Sport FWD,1000,0.00272,0.00272,0.00326,0.00343,0.00368,0.00381,0.00393,0.00413,0.53
H202,MS,KONA,2026,48,Q1422AT5,SEL Premium AWD,500,0.00271,0.00271,0.00291,0.00308,0.00333,0.00346,0.00358,0.00413,0.53
H202,MS,KONA,2026,48,Q1422FT5,SEL Premium FWD,500,0.00264,0.00264,0.00284,0.00301,0.00326,0.00339,0.00351,0.00413,0.54
H202,MS,KONA,2026,48,Q1492AT5,Limited AWD,500,0.00267,0.00267,0.00287,0.00304,0.00329,0.00342,0.00354,0.00413,0.54
H202,MS,KONA,2026,48,Q1492FT5,Limited FWD,750,0.00269,0.00269,0.00289,0.00306,0.00331,0.00344,0.00356,0.00413,0.53
H202,MS,KONA EV,2025,24,Q14A2FEZ,4dr Wgn SE (new),0,0.00244,0.00244,0.00258,0.00272,0.00284,0.00301,0.00328,0.00362,0.46
H202,MS,KONA EV,2025,24,Q14D2FEZ,4dr Wgn SEL,0,0.00244,0.00244,0.00258,0.00272,0.00284,0.00301,0.00328,0.00362,0.54
H202,MS,KONA EV,2025,24,Q14F2FEZ,4dr Wgn N Line,0,0.00244,0.00244,0.00258,0.00272,0.00284,0.00301,0.00328,0.00362,0.54
H202,MS,KONA EV,2025,24,Q14G2FEZ,4dr Wgn Limited,0,0.00244,0.00244,0.00258,0.00272,0.00284,0.00301,0.00328,0.00362,0.55
H202,MS,KONA EV,2025,36,Q14A2FEZ,4dr Wgn SE (new),0,0.00227,0.00263,0.00281,0.00295,0.00315,0.00328,0.00337,0.00354,0.4
H202,MS,KONA EV,2025,36,Q14D2FEZ,4dr Wgn SEL,0,0.00227,0.00263,0.00281,0.00295,0.00315,0.00328,0.00337,0.00354,0.46
H202,MS,KONA EV,2025,36,Q14F2FEZ,4dr Wgn N Line,0,0.00227,0.00263,0.00281,0.00295,0.00315,0.00328,0.00337,0.00354,0.46
H202,MS,KONA EV,2025,36,Q14G2FEZ,4dr Wgn Limited,0,0.00227,0.00263,0.00281,0.00295,0.00315,0.00328,0.00337,0.00354,0.48
H202,MS,KONA EV,2025,39,Q14A2FEZ,4dr Wgn SE (new),0,0.00227,0.00263,0.00281,0.00295,0.00315,0.00328,0.00337,0.00354,0.37
H202,MS,KONA EV,2025,39,Q14D2FEZ,4dr Wgn SEL,0,0.00227,0.00263,0.00281,0.00295,0.00315,0.00328,0.00337,0.00354,0.43
H202,MS,KONA EV,2025,39,Q14F2FEZ,4dr Wgn N Line,0,0.00227,0.00263,0.00281,0.00295,0.00315,0.00328,0.00337,0.00354,0.43
H202,MS,KONA EV,2025,39,Q14G2FEZ,4dr Wgn Limited,0,0.00227,0.00263,0.00281,0.00295,0.00315,0.00328,0.00337,0.00354,0.45
H202,MS,KONA EV,2025,48,Q14A2FEZ,4dr Wgn SE (new),0,0.00272,0.00306,0.00326,0.00343,0.00368,0.00381,0.00393,0.00413,0.31
H202,MS,KONA EV,2025,48,Q14D2FEZ,4dr Wgn SEL,0,0.00272,0.00306,0.00326,0.00343,0.00368,0.00381,0.00393,0.00413,0.38
H202,MS,KONA EV,2025,48,Q14F2FEZ,4dr Wgn N Line,0,0.00272,0.00306,0.00326,0.00343,0.00368,0.00381,0.00393,0.00413,0.38
H202,MS,KONA EV,2025,48,Q14G2FEZ,4dr Wgn Limited,0,0.00272,0.00306,0.00326,0.00343,0.00368,0.00381,0.00393,0.00413,0.39
H202,MS,PALISADE,2026,24,J2412A65,SE,0,,,0.0018,0.0018,0.00194,0.00208,0.0022,0.00237,
H202,MS,PALISADE,2026,24,J2412F65,SE,0,,,0.00206,0.00206,0.0022,0.00234,0.00246,0.00263,
H202,MS,PALISADE,2026,24,J2422A65,SEL Convenience,0,,,0.00204,0.00204,0.00218,0.00232,0.00244,0.00261,
H202,MS,PALISADE,2026,24,J2422F65,SEL Convenience,250,,,0.002,0.002,0.00214,0.00228,0.0024,0.00257,
H202,MS,PALISADE,2026,24,J2432A65,SEL Premiumi 7P,0,,,0.00197,0.00197,0.00211,0.00225,0.00237,0.00254,
H202,MS,PALISADE,2026,24,J2432F65,SEL Premiumi 7P,500,,,0.00233,0.00233,0.00247,0.00261,0.00273,0.0029,
H202,MS,PALISADE,2026,24,J2442A65,SEL 7P,0,,,0.00206,0.00206,0.0022,0.00234,0.00246,0.00263,
H202,MS,PALISADE,2026,24,J2442F65,SEL 7P,0,,,0.00211,0.00211,0.00225,0.00239,0.00251,0.00268,
H202,MS,PALISADE,2026,24,J2452A65,XRT PRO,0,,,0.00197,0.00197,0.00211,0.00225,0.00237,0.00254,
H202,MS,PALISADE,2026,24,J2462A65,SEL 8P,0,,,0.00198,0.00198,0.00212,0.00226,0.00238,0.00255,
H202,MS,PALISADE,2026,24,J2462F65,SEL 8P,0,,,0.00181,0.00181,0.00195,0.00209,0.00221,0.00238,
H202,MS,PALISADE,2026,24,J2472A65,Limited,250,,,0.00186,0.00186,0.002,0.00214,0.00226,0.00243,
H202,MS,PALISADE,2026,24,J2472F65,Limited,250,,,0.00193,0.00193,0.00207,0.00221,0.00233,0.0025,
H202,MS,PALISADE,2026,24,J2482A65,SEL Premiumi 8P,0,,,0.00215,0.00215,0.00229,0.00243,0.00255,0.00272,
H202,MS,PALISADE,2026,24,J2482F65,SEL Premiumi 8P,0,,,0.00201,0.00201,0.00215,0.00229,0.00241,0.00258,
H202,MS,PALISADE,2026,24,J2492A65,Calligraphy,0,,,0.00167,0.00167,0.00181,0.00195,0.00207,0.00224,
H202,MS,PALISADE,2026,24,J2492F65,Calligraphy,0,,,0.00199,0.00199,0.00213,0.00227,0.00239,0.00256,
H202,MS,PALISADE,2026,36,J2412A65,SE,0,,,0.00217,0.00217,0.00235,0.00249,0.00269,0.00282,
H202,MS,PALISADE,2026,36,J2412F65,SE,0,,,0.00225,0.00225,0.00243,0.00257,0.00277,0.0029,
H202,MS,PALISADE,2026,36,J2422A65,SEL Convenience,0,,,0.0023,0.0023,0.00248,0.00262,0.00282,0.00295,
H202,MS,PALISADE,2026,36,J2422F65,SEL Convenience,0,,,0.00222,0.00222,0.0024,0.00254,0.00274,0.00287,
H202,MS,PALISADE,2026,36,J2432A65,SEL Premiumi 7P,0,,,0.00224,0.00224,0.00242,0.00256,0.00276,0.00289,
H202,MS,PALISADE,2026,36,J2432F65,SEL Premiumi 7P,0,,,0.00231,0.00231,0.00249,0.00263,0.00283,0.00296,
H202,MS,PALISADE,2026,36,J2442A65,SEL 7P,250,,,0.00228,0.00228,0.00246,0.0026,0.0028,0.00293,
H202,MS,PALISADE,2026,36,J2442F65,SEL 7P,0,,,0.00224,0.00224,0.00242,0.00256,0.00276,0.00289,
H202,MS,PALISADE,2026,36,J2452A65,XRT PRO,0,,,0.00232,0.00232,0.0025,0.00264,0.00284,0.00297,
H202,MS,PALISADE,2026,36,J2462A65,SEL 8P,250,,,0.00228,0.00228,0.00246,0.0026,0.0028,0.00293,
H202,MS,PALISADE,2026,36,J2462F65,SEL 8P,0,,,0.00224,0.00224,0.00242,0.00256,0.00276,0.00289,
H202,MS,PALISADE,2026,36,J2472A65,Limited,0,,,0.00227,0.00227,0.00281,0.00295,0.00315,0.00328,
H202,MS,PALISADE,2026,36,J2472F65,Limited,250,,,0.00227,0.00227,0.00281,0.00295,0.00315,0.00328,
H202,MS,PALISADE,2026,36,J2482A65,SEL Premiumi 8P,0,,,0.00224,0.00224,0.00242,0.00256,0.00276,0.00289,
H202,MS,PALISADE,2026,36,J2482F65,SEL Premiumi 8P,0,,,0.00231,0.00231,0.00249,0.00263,0.00283,0.00296,
H202,MS,PALISADE,2026,36,J2492A65,Calligraphy,0,,,0.0021,0.0021,0.00228,0.00242,0.00262,0.00275,
H202,MS,PALISADE,2026,36,J2492F65,Calligraphy,1750,,,0.00227,0.00227,0.00281,0.00295,0.00315,0.00328,
H202,MS,PALISADE,2026,39,J2412A65,SE,1000,,,0.00248,0.00248,0.00266,0.0028,0.003,0.00313,
H202,MS,PALISADE,2026,39,J2412F65,SE,750,,,0.00249,0.00249,0.00267,0.00281,0.00301,0.00314,
H202,MS,PALISADE,2026,39,J2422A65,SEL Convenience,0,,,0.00223,0.00223,0.00241,0.00255,0.00275,0.00288,
H202,MS,PALISADE,2026,39,J2422F65,SEL Convenience,0,,,0.00202,0.00202,0.0022,0.00234,0.00254,0.00267,
H202,MS,PALISADE,2026,39,J2432A65,SEL Premiumi 7P,0,,,0.00225,0.00225,0.00243,0.00257,0.00277,0.0029,
H202,MS,PALISADE,2026,39,J2432F65,SEL Premiumi 7P,0,,,0.00219,0.00219,0.00237,0.00251,0.00271,0.00284,
H202,MS,PALISADE,2026,39,J2442A65,SEL 7P,0,,,0.00228,0.00228,0.00246,0.0026,0.0028,0.00293,
H202,MS,PALISADE,2026,39,J2442F65,SEL 7P,0,,,0.00223,0.00223,0.00241,0.00255,0.00275,0.00288,
H202,MS,PALISADE,2026,39,J2452A65,XRT PRO,0,,,0.00226,0.00226,0.00244,0.00258,0.00278,0.00291,
H202,MS,PALISADE,2026,39,J2462A65,SEL 8P,0,,,0.00237,0.00237,0.00255,0.00269,0.00289,0.00302,
H202,MS,PALISADE,2026,39,J2462F65,SEL 8P,0,,,0.00232,0.00232,0.0025,0.00264,0.00284,0.00297,
H202,MS,PALISADE,2026,39,J2472A65,Limited,0,,,0.00219,0.00219,0.00237,0.00251,0.00271,0.00284,
H202,MS,PALISADE,2026,39,J2472F65,Limited,500,,,0.00227,0.00227,0.00281,0.00295,0.00315,0.00328,
H202,MS,PALISADE,2026,39,J2482A65,SEL Premiumi 8P,0,,,0.00216,0.00216,0.00234,0.00248,0.00268,0.00281,
H202,MS,PALISADE,2026,39,J2482F65,SEL Premiumi 8P,0,,,0.00215,0.00215,0.00233,0.00247,0.00267,0.0028,
H202,MS,PALISADE,2026,39,J2492A65,Calligraphy,500,,,0.00216,0.00216,0.00234,0.00248,0.00268,0.00281,
H202,MS,PALISADE,2026,39,J2492F65,Calligraphy,0,,,0.00222,0.00222,0.0024,0.00254,0.00274,0.00287,
H202,MS,PALISADE,2026,48,J2412A65,SE,0,,,0.00239,0.00239,0.00259,0.00276,0.00301,0.00314,
H202,MS,PALISADE,2026,48,J2412F65,SE,0,,,0.00239,0.00239,0.00259,0.00276,0.00301,0.00314,
H202,MS,PALISADE,2026,48,J2422A65,SEL Convenience,0,,,0.00262,0.00262,0.00282,0.00299,0.00324,0.00337,
H202,MS,PALISADE,2026,48,J2422F65,SEL Convenience,250,,,0.0027,0.0027,0.0029,0.00307,0.00332,0.00345,
H202,MS,PALISADE,2026,48,J2432A65,SEL Premiumi 7P,0,,,0.00262,0.00262,0.00282,0.00299,0.00324,0.00337,
H202,MS,PALISADE,2026,48,J2432F65,SEL Premiumi 7P,250,,,0.0027,0.0027,0.0029,0.00307,0.00332,0.00345,
H202,MS,PALISADE,2026,48,J2442A65,SEL 7P,250,,,0.00266,0.00266,0.00286,0.00303,0.00328,0.00341,
